seed,size,p,map_type,sg_id,algo,success,edges,suboptimality,runtime_ms,expanded,generated,peak_frontier,peak_closed,peak_rss_mb,free,start_y,start_x,end_y,end_x,is_corner
616200,61x61,0.1,sparse0.10,2,A*,1,45,1.0,0.1982,123.0,140.0,19.0,123.0,0.0,1964,49,27,49,2,0
616200,61x61,0.1,sparse0.10,2,Dijkstra,1,45,1.0,0.4488,352.0,363.0,22.0,352.0,0.0,1964,49,27,49,2,0
616200,61x61,0.1,sparse0.10,2,DFS,1,45,1.0,0.0765,64.0,79.0,18.0,64.0,0.0,1964,49,27,49,2,0
616200,61x61,0.1,sparse0.10,2,JPS,0,0,,1.0116,173.0,,,173.0,0.0,1964,49,27,49,2,0
616201,61x61,0.1,sparse0.10,0,A*,1,132,1.0,1.8483,1188.0,1232.0,63.0,1188.0,0.0,1954,1,1,59,59,1
616201,61x61,0.1,sparse0.10,0,Dijkstra,1,132,1.0,2.5088,1942.0,1947.0,36.0,1942.0,0.0,1954,1,1,59,59,1
616201,61x61,0.1,sparse0.10,0,DFS,1,222,1.6818181818181819,1.0246,862.0,961.0,130.0,862.0,0.0,1954,1,1,59,59,1
616201,61x61,0.1,sparse0.10,0,JPS,0,0,,1.9106,337.0,,,337.0,0.0,1954,1,1,59,59,1
616201,61x61,0.1,sparse0.10,1,A*,1,40,1.0,0.1731,111.0,122.0,12.0,111.0,0.0,1954,19,43,5,41,0
616201,61x61,0.1,sparse0.10,1,Dijkstra,1,40,1.0,0.5685,425.0,455.0,38.0,425.0,0.0,1954,19,43,5,41,0
616201,61x61,0.1,sparse0.10,1,DFS,1,172,4.3,2.4354,1801.0,1873.0,181.0,1801.0,0.0,1954,19,43,5,41,0
616201,61x61,0.1,sparse0.10,1,JPS,0,0,,0.3308,43.0,,,43.0,0.0,1954,19,43,5,41,0
616201,61x61,0.1,sparse0.10,2,A*,1,50,1.0,0.5131,339.0,366.0,35.0,339.0,0.0,1954,42,31,14,25,0
616201,61x61,0.1,sparse0.10,2,Dijkstra,1,50,1.0,1.6606,1279.0,1328.0,50.0,1279.0,0.0,1954,42,31,14,25,0
616201,61x61,0.1,sparse0.10,2,DFS,1,528,10.56,1.6645,1106.0,1296.0,192.0,1106.0,0.0,1954,42,31,14,25,0
616201,61x61,0.1,sparse0.10,2,JPS,0,0,,0.8482,166.0,,,166.0,0.0,1954,42,31,14,25,0
616202,61x61,0.1,sparse0.10,0,A*,1,132,1.0,1.2407,804.0,861.0,58.0,804.0,0.0,1953,1,1,59,59,1
616202,61x61,0.1,sparse0.10,0,Dijkstra,1,132,1.0,2.4682,1928.0,1934.0,37.0,1928.0,0.036864,1953,1,1,59,59,1
616202,61x61,0.1,sparse0.10,0,DFS,1,322,2.4393939393939394,0.6473,531.0,645.0,115.0,531.0,0.0,1953,1,1,59,59,1
616202,61x61,0.1,sparse0.10,0,JPS,0,0,,1.1037,160.0,,,160.0,0.0,1953,1,1,59,59,1
616202,61x61,0.1,sparse0.10,1,A*,1,115,1.0,1.1394,728.0,763.0,52.0,728.0,0.0,1953,9,13,58,47,0
616202,61x61,0.1,sparse0.10,1,Dijkstra,1,115,1.0,1.6723,1259.0,1275.0,26.0,1259.0,0.0,1953,9,13,58,47,0
616202,61x61,0.1,sparse0.10,1,DFS,1,145,1.2608695652173914,1.6211,1283.0,1341.0,143.0,1283.0,0.016384,1953,9,13,58,47,0
616202,61x61,0.1,sparse0.10,1,JPS,0,0,,2.2066,408.0,,,408.0,0.0,1953,9,13,58,47,0
616202,61x61,0.1,sparse0.10,2,A*,1,53,1.0,0.3491,224.0,254.0,33.0,224.0,0.0,1953,56,15,47,49,0
616202,61x61,0.1,sparse0.10,2,Dijkstra,1,53,1.0,0.8558,679.0,691.0,25.0,679.0,0.0,1953,56,15,47,49,0
616202,61x61,0.1,sparse0.10,2,DFS,1,105,1.9811320754716981,0.1475,133.0,167.0,35.0,133.0,0.0,1953,56,15,47,49,0
616202,61x61,0.1,sparse0.10,2,JPS,0,0,,0.3204,36.0,,,36.0,0.0,1953,56,15,47,49,0
919100,91x91,0.0,dense,0,A*,1,940,1.0,4.4589,3099.0,3109.0,16.0,3099.0,0.290816,4049,1,1,89,89,1
919100,91x91,0.0,dense,0,Dijkstra,1,940,1.0,4.2343,3493.0,3502.0,12.0,3493.0,0.098304,4049,1,1,89,89,1
919100,91x91,0.0,dense,0,DFS,1,940,1.0,3.8924,2161.0,2429.0,295.0,2161.0,0.159744,4049,1,1,89,89,1
919100,91x91,0.0,dense,0,JPS,0,0,,6.3339,591.0,,,591.0,0.0,4049,1,1,89,89,1
919100,91x91,0.0,dense,1,A*,1,256,1.0,1.6613,1113.0,1120.0,14.0,1113.0,0.0,4049,1,81,69,73,0
919100,91x91,0.0,dense,1,Dijkstra,1,256,1.0,1.7343,1365.0,1371.0,17.0,1365.0,0.0,4049,1,81,69,73,0
919100,91x91,0.0,dense,1,DFS,1,256,1.0,5.5994,3537.0,3608.0,272.0,3537.0,0.012288,4049,1,81,69,73,0
919100,91x91,0.0,dense,1,JPS,0,0,,6.1815,706.0,,,706.0,0.0,4049,1,81,69,73,0
919100,91x91,0.0,dense,2,A*,1,39,1.0,0.1508,95.0,104.0,10.0,95.0,0.0,4049,83,26,89,7,0
